NC_000866|Enterobacteria phage T4|
YP_008433547.1|0|
YP_008433548.1|0|
YP_008433549.1|0|
YP_008433550.1|0|
YP_008433551.1|0|
YP_008433552.1|0|
YP_008433553.1|0|
YP_008433554.1|0|
YP_008433555.1|0|
YP_008433556.1|0|
YP_008433557.1|8|
YP_008433558.1|0|
YP_008433559.1|0|
YP_008433560.1|0|
YP_008433561.1|0|
YP_008433562.1|0|
YP_008433563.1|0|
YP_008433564.1|0|
YP_008433565.1|0|
YP_008433566.1|0|
YP_008433567.1|0|
YP_008433568.1|0|
YP_008433569.1|0|
YP_008433570.1|0|
YP_008433571.1|0|
YP_008433572.1|0|
YP_008433573.1|0|
YP_008433574.1|0|
YP_008433575.1|0|
YP_008433576.1|0|
YP_008433577.1|0|
YP_008433578.1|0|
YP_008433579.1|0|
YP_008433580.1|0|
YP_008433581.1|0|
YP_008433582.1|0|
YP_008433583.1|0|
YP_008433584.1|0|
YP_008433585.1|0|
YP_008433586.1|0|
YP_008433587.1|0|
YP_008433588.1|0|
YP_008433589.1|0|
YP_008433590.1|0|
YP_008433591.1|0|
YP_008433592.1|0|
YP_008433593.1|0|
YP_008433594.1|0|
YP_008433595.1|0|
YP_008433596.1|0|
YP_008433597.1|0|
YP_008433598.1|0|
YP_008433599.1|0|
YP_008433600.1|0|
YP_008433601.1|0|
YP_008433602.1|0|
YP_008433603.1|0|
YP_008433604.1|0|
YP_008433605.1|0|
YP_008433606.1|0|
YP_008433607.1|0|
YP_008433608.1|0|
YP_008433609.1|0|
YP_008433610.1|0|
YP_008433611.1|0|
YP_008433612.1|0|
YP_008433613.1|0|
YP_008433614.1|0|
YP_008433615.1|0|
YP_008433616.1|0|
YP_008433617.1|0|
YP_008433618.1|0|
YP_008433619.1|0|
YP_008433620.1|2|
YP_008433621.1|0|
YP_008433622.1|0|
YP_008433623.1|0|
YP_008433624.1|0|
YP_008433625.1|0|
YP_008433626.1|0|
YP_008433627.1|0|
YP_008433628.1|0|
YP_008433629.1|0|
YP_008433630.1|0|
YP_008433631.1|0|
YP_008433632.1|0|
YP_008433633.1|0|
YP_008433634.1|0|
YP_008433635.1|0|
YP_008433636.1|0|
YP_008433637.1|0|
YP_008433638.1|0|
YP_008433639.1|0|
*
NC_022323|Escherichia phage 2 JES-2013|
YP_008530246.1|0|
YP_008530247.1|1|
YP_008530248.1|0|
YP_008530249.1|0|
YP_008530250.1|0|
YP_008530251.1|0|
YP_008530252.1|0|
YP_008530253.1|0|
YP_008530254.1|0|
YP_008530255.1|0|
YP_008530256.1|0|
YP_008530257.1|1|
YP_008530258.1|0|
YP_008530259.1|0|
YP_008530260.1|0|
YP_008530261.1|0|
YP_008530262.1|0|
YP_008530263.1|0|
YP_008530264.1|0|
YP_008530265.1|0|
YP_008530266.1|0|
YP_008530267.1|0|
YP_008530268.1|0|
YP_008530269.1|0|
YP_008530270.1|0|
YP_008530271.1|0|
YP_008530272.1|0|
YP_008530273.1|0|
YP_008530274.1|0|
YP_008530275.1|0|
YP_008530276.1|0|
YP_008530277.1|0|
YP_008530278.1|0|
YP_008530279.1|0|
YP_008530280.1|0|
YP_008530281.1|0|
YP_008530282.1|0|
YP_008530283.1|0|
YP_008530284.1|0|
YP_008530285.1|0|
YP_008530286.1|0|
YP_008530287.1|0|
YP_008530288.1|0|
YP_008530289.1|0|
YP_008530290.1|0|
YP_008530291.1|0|
YP_008530292.1|0|
YP_008530293.1|0|
YP_008530294.1|0|
YP_008530295.1|0|
YP_008530296.1|0|
YP_008530297.1|0|
YP_008530298.1|0|
YP_008530299.1|0|
YP_008530300.1|0|
YP_008530301.1|0|
YP_008530302.1|0|
YP_008530303.1|0|
YP_008530304.1|0|
YP_008530305.1|0|
YP_008530306.1|0|
YP_008530307.1|0|
YP_008530308.1|0|
YP_008530309.1|2|
YP_008530310.1|0|
YP_008530311.1|0|
YP_008530312.1|0|
YP_008530313.1|0|
YP_008530314.1|0|
YP_008530315.1|0|
YP_008530316.1|0|
YP_008530317.1|0|
YP_008530318.1|0|
YP_008530319.1|0|
YP_008530320.1|2|
YP_008530321.1|0|
YP_008530322.1|0|
YP_008530323.1|5|
YP_008530324.1|0|
YP_008530325.1|0|
YP_008530326.1|0|
YP_008530327.1|0|
YP_008530328.1|0|
YP_008530329.1|0|
YP_008530330.1|0|
YP_008530331.1|0|
YP_008530332.1|0|
YP_008530333.1|0|
YP_008530334.1|0|
YP_008530335.1|0|
YP_008530336.1|0|
YP_008530337.1|0|
YP_008530338.1|1|
YP_008530339.1|0|
YP_008530340.1|0|
YP_008530341.1|0|
YP_008530342.1|0|
YP_008530343.1|0|
YP_008530344.1|0|
YP_008530345.1|0|
YP_008530346.1|1|
YP_008530347.1|0|
YP_008530348.1|0|
YP_008530349.1|2|
YP_008530350.1|1|
YP_008530351.1|0|
YP_008530352.1|0|
YP_008530353.1|0|
YP_008530354.1|0|
YP_008530355.1|0|
YP_008530356.1|0|
YP_008530357.1|2|
YP_008530358.1|0|
YP_008530359.1|0|
YP_008530360.1|0|
YP_008530361.1|0|
YP_008530362.1|0|
YP_008530363.1|0|
YP_008530364.1|0|
YP_008530365.1|0|
YP_008530366.1|0|
YP_008530367.1|0|
YP_008530368.1|0|
YP_008530369.1|0|
YP_008530370.1|0|
YP_008530371.1|0|
YP_008530372.1|0|
YP_008530373.1|0|
YP_008530374.1|0|
YP_008530375.1|0|
YP_008530376.1|0|
YP_008530377.1|0|
YP_008530378.1|0|
YP_008530379.1|0|
YP_008530380.1|0|
YP_008530381.1|0|
YP_008530382.1|0|
YP_008530383.1|0|
YP_008530384.1|0|
YP_008530385.1|0|
YP_008530386.1|0|
YP_008530387.1|0|
YP_008530388.1|0|
YP_008530389.1|0|
YP_008530390.1|0|
YP_008530391.1|0|
YP_008530392.1|0|
YP_008530393.1|0|
YP_008530394.1|0|
YP_008530395.1|0|
YP_008530396.1|0|
YP_008530397.1|0|
YP_008530398.1|0|
YP_008530399.1|0|
YP_008530400.1|0|
YP_008530401.1|0|
YP_008530402.1|0|
YP_008530403.1|0|
YP_008530404.1|0|
YP_008530405.1|0|
YP_008530406.1|0|
YP_008530407.1|0|
YP_008530408.1|0|
YP_008530409.1|0|
YP_008530410.1|0|
YP_008530411.1|0|
YP_008530412.1|0|
YP_008530413.1|0|
YP_008530414.1|0|
YP_008530415.1|0|
YP_008530416.1|0|
YP_008530417.1|0|
YP_008530418.1|0|
YP_008530419.1|0|
YP_008530420.1|0|
YP_008530421.1|0|
YP_008530422.1|0|
YP_008530423.1|0|
YP_008530424.1|0|
YP_008530425.1|0|
YP_008530426.1|0|
YP_008530427.1|0|
YP_008530428.1|0|
YP_008530429.1|0|
YP_008530430.1|0|
YP_008530431.1|0|
YP_008530432.1|0|
YP_008530433.1|0|
YP_008530434.1|0|
YP_008530435.1|0|
YP_008530436.1|0|
YP_008530437.1|0|
YP_008530438.1|0|
YP_008530439.1|0|
YP_008530440.1|0|
YP_008530441.1|0|
YP_008530442.1|0|
YP_008530443.1|3|
YP_008530444.1|0|
YP_008530445.1|0|
YP_008530446.1|0|
YP_008530447.1|0|
YP_008530448.1|0|
YP_008530449.1|0|
YP_008530450.1|0|
YP_008530451.1|0|
YP_008530452.1|0|
YP_008530453.1|0|
YP_008530454.1|0|
YP_008530455.1|0|
YP_008530456.1|0|
YP_008530457.1|0|
YP_008530458.1|2|
YP_008530459.1|0|
YP_008530460.1|0|
YP_008530461.1|0|
YP_008530462.1|3|
YP_008530463.1|0|
YP_008530464.1|2|
YP_008530465.1|0|
*
NC_022324|Mycobacterium phage Sarfire|
YP_008530466.1|0|
YP_008530467.1|0|
YP_008530468.1|0|
YP_008530469.1|0|
YP_008530470.1|0|
YP_008530471.1|0|
YP_008530472.1|0|
YP_008530473.1|0|
YP_008530474.1|0|
YP_008530475.1|0|
YP_008530476.1|0|
YP_008530477.1|0|
YP_008530478.1|0|
YP_008530479.1|0|
YP_008530480.1|0|
YP_008530481.1|0|
YP_008530482.1|0|
YP_008530483.1|0|
YP_008530484.1|0|
YP_008530485.1|0|
YP_008530486.1|0|
YP_008530487.1|0|
YP_008530488.1|0|
YP_008530489.1|0|
YP_008530490.1|0|
YP_008530491.1|0|
YP_008530492.1|0|
YP_008530493.1|0|
YP_008530494.1|0|
YP_008530495.1|0|
YP_008530496.1|0|
YP_008530497.1|0|
YP_008530498.1|0|
YP_008530499.1|0|
YP_008530500.1|0|
YP_008530501.1|0|
YP_008530502.1|0|
YP_008530503.1|0|
YP_008530504.1|0|
YP_008530505.1|0|
YP_008530506.1|0|
YP_008530507.1|0|
YP_008530508.1|0|
YP_008530509.1|0|
YP_008530510.1|0|
YP_008530511.1|0|
YP_008530512.1|0|
YP_008530513.1|0|
YP_008530514.1|3|
YP_008530515.1|0|
YP_008530516.1|0|
YP_008530517.1|0|
YP_008530518.1|0|
YP_008530519.1|0|
YP_008530520.1|0|
YP_008530521.1|0|
YP_008530522.1|0|
YP_008530523.1|0|
YP_008530524.1|0|
YP_008530525.1|0|
YP_008530526.1|0|
YP_008530527.1|0|
YP_008530528.1|0|
YP_008530529.1|0|
YP_008530530.1|0|
YP_008530531.1|0|
YP_008530532.1|0|
YP_008530533.1|0|
YP_008530534.1|0|
YP_008530535.1|0|
YP_008530536.1|0|
YP_008530537.1|0|
YP_008530538.1|0|
YP_008530539.1|0|
YP_008530540.1|0|
YP_008530541.1|0|
YP_008530542.1|0|
YP_008530543.1|0|
YP_008530544.1|0|
YP_008530545.1|0|
YP_008530546.1|0|
YP_008530547.1|0|
YP_008530548.1|0|
YP_008530549.1|0|
YP_008530550.1|0|
YP_008530551.1|0|
YP_008530552.1|0|
YP_008530553.1|0|
YP_008530554.1|0|
YP_008530555.1|0|
YP_008530556.1|0|
YP_008530557.1|0|
YP_008530558.1|0|
YP_008530559.1|0|
YP_008530560.1|0|
YP_008530561.1|0|
YP_008530562.1|0|
YP_008530563.1|0|
YP_008530564.1|0|
*
NC_022325|Mycobacterium phage Dylan|
YP_008530565.1|0|
YP_008530566.1|0|
YP_008530567.1|0|
YP_008530568.1|0|
YP_008530569.1|0|
YP_008530570.1|1|
YP_008530571.1|6|
YP_008530572.1|0|
YP_008530573.1|0|
YP_008530574.1|0|
YP_008530575.1|0|
YP_008530576.1|0|
YP_008530577.1|0|
YP_008530578.1|0|
YP_008530579.1|0|
YP_008530580.1|0|
YP_008530581.1|0|
YP_008530582.1|0|
YP_008530583.1|0|
YP_008530584.1|0|
YP_008530585.1|0|
YP_008530586.1|0|
YP_008530587.1|0|
YP_008530588.1|0|
YP_008530589.1|0|
YP_008530590.1|0|
YP_008530591.1|0|
YP_008530592.1|0|
YP_008530593.1|0|
YP_008530594.1|1|
YP_008530595.1|0|
YP_008530596.1|0|
YP_008530597.1|0|
YP_008530598.1|0|
YP_008530599.1|0|
YP_008530600.1|0|
YP_008530601.1|0|
YP_008530602.1|0|
YP_008530603.1|0|
YP_008530604.1|0|
YP_008530605.1|0|
YP_008530606.1|0|
YP_008530607.1|0|
YP_008530608.1|0|
YP_008530609.1|0|
YP_008530610.1|0|
YP_008530611.1|0|
YP_008530612.1|0|
YP_008530613.1|0|
YP_008530614.1|0|
YP_008530615.1|0|
YP_008530616.1|0|
YP_008530617.1|0|
YP_008530618.1|0|
YP_008530619.1|0|
YP_008530620.1|0|
YP_008530621.1|0|
YP_008530622.1|0|
YP_008530623.1|0|
YP_008530624.1|0|
YP_008530625.1|0|
YP_008530626.1|0|
YP_008530627.1|0|
YP_008530628.1|0|
YP_008530629.1|0|
YP_008530630.1|0|
YP_008530631.1|0|
YP_008530632.1|0|
YP_008530633.1|0|
YP_008530634.1|0|
YP_008530635.1|0|
YP_008530636.1|0|
YP_008530637.1|0|
YP_008530638.1|0|
YP_008530639.1|0|
YP_008530640.1|0|
YP_008530641.1|0|
YP_008530642.1|0|
YP_008530643.1|0|
YP_008530644.1|0|
YP_008530645.1|0|
YP_008530646.1|0|
YP_008530647.1|0|
YP_008530648.1|0|
YP_008530649.1|0|
YP_008530650.1|0|
YP_008530651.1|0|
YP_008530652.1|0|
YP_008530653.1|0|
YP_008530654.1|0|
YP_008530655.1|0|
YP_008530656.1|0|
YP_008530657.1|0|
YP_008530658.1|0|
YP_008530659.1|1|
YP_008530660.1|0|
YP_008530661.1|0|
YP_008530662.1|0|
YP_008530663.1|0|
YP_008530664.1|0|
YP_008530665.1|0|
YP_008530666.1|0|
YP_008530667.1|0|
YP_008530668.1|0|
YP_008530669.1|0|
YP_008530670.1|0|
YP_008530671.1|0|
YP_008530672.1|0|
YP_008530673.1|0|
YP_008530674.1|0|
YP_008530675.1|0|
YP_008530676.1|0|
YP_008530677.1|0|
YP_008530678.1|0|
YP_008530679.1|0|
YP_008530680.1|0|
YP_008530681.1|0|
YP_008530682.1|0|
YP_008530683.1|0|
YP_008530684.1|0|
YP_008530685.1|0|
*
NC_022326|Mycobacterium phage SargentShorty9|
YP_008530686.1|0|
YP_008530687.1|0|
YP_008530688.1|0|
YP_008530689.1|0|
YP_008530690.1|0|
YP_008530691.1|0|
YP_008530692.1|0|
YP_008530693.1|0|
YP_008530694.1|0|
YP_008530695.1|0|
YP_008530696.1|0|
YP_008530697.1|0|
YP_008530698.1|0|
YP_008530699.1|0|
YP_008530700.1|0|
YP_008530701.1|0|
YP_008530702.1|0|
YP_008530703.1|0|
YP_008530704.1|0|
YP_008530705.1|0|
YP_008530706.1|0|
YP_008530707.1|0|
YP_008530708.1|0|
YP_008530709.1|0|
YP_008530710.1|0|
YP_008530711.1|0|
YP_008530712.1|0|
YP_008530713.1|0|
YP_008530714.1|0|
YP_008530715.1|0|
YP_008530716.1|0|
YP_008530717.1|0|
YP_008530718.1|0|
YP_008530719.1|0|
YP_008530720.1|0|
YP_008530721.1|0|
YP_008530722.1|0|
YP_008530723.1|0|
YP_008530724.1|0|
YP_008530725.1|0|
YP_008530726.1|0|
YP_008530727.1|0|
YP_008530728.1|0|
YP_008530729.1|0|
YP_008530730.1|0|
YP_008530731.1|0|
YP_008530732.1|0|
YP_008530733.1|0|
YP_008530734.1|0|
YP_008530735.1|0|
YP_008530736.1|0|
YP_008530737.1|0|
YP_008530738.1|0|
YP_008530739.1|3|
YP_008530740.1|0|
YP_008530741.1|0|
YP_008530742.1|0|
YP_008530743.1|0|
YP_008530744.1|0|
YP_008530745.1|0|
YP_008530746.1|0|
YP_008530747.1|0|
YP_008530748.1|24|
YP_008530749.1|0|
YP_008530750.1|0|
YP_008530751.1|0|
YP_008530752.1|0|
YP_008530753.1|0|
YP_008530754.1|0|
YP_008530755.1|0|
YP_008530756.1|0|
YP_008530757.1|0|
YP_008530758.1|0|
YP_008530759.1|0|
YP_008530760.1|0|
YP_008530761.1|0|
YP_008530762.1|0|
YP_008530763.1|0|
YP_008530764.1|0|
YP_008530765.1|0|
YP_008530766.1|0|
YP_008530767.1|0|
YP_008530768.1|0|
YP_008530769.1|0|
YP_008530770.1|0|
YP_008530771.1|0|
YP_008530772.1|0|
YP_008530773.1|0|
YP_008530774.1|0|
YP_008530775.1|0|
YP_008530776.1|0|
YP_008530777.1|0|
YP_008530778.1|0|
YP_008530779.1|0|
YP_008530780.1|0|
YP_008530781.1|0|
YP_008530782.1|0|
YP_008530783.1|0|
YP_008530784.1|0|
YP_008530785.1|0|
YP_008530786.1|0|
*
NC_022327|Mycobacterium phage Bane2|
YP_008530787.1|0|
YP_008530788.1|1|
YP_008530789.1|0|
YP_008530790.1|0|
YP_008530791.1|2|
YP_008530792.1|0|
YP_008530793.1|0|
YP_008530794.1|0|
YP_008530795.1|0|
YP_008530796.1|0|
YP_008530797.1|0|
YP_008530798.1|0|
YP_008530799.1|0|
YP_008530800.1|0|
YP_008530801.1|0|
YP_008530802.1|0|
YP_008530803.1|0|
YP_008530804.1|0|
YP_008530805.1|0|
YP_008530806.1|0|
YP_008530807.1|0|
YP_008530808.1|0|
YP_008530809.1|0|
YP_008530810.1|0|
YP_008530811.1|0|
YP_008530812.1|0|
YP_008530813.1|0|
YP_008530814.1|0|
YP_008530815.1|0|
YP_008530816.1|0|
YP_008530817.1|2|
YP_008530818.1|0|
YP_008530819.1|0|
YP_008530820.1|0|
YP_008530821.1|0|
YP_008530822.1|0|
YP_008530823.1|0|
YP_008530824.1|0|
YP_008530825.1|0|
YP_008530826.1|0|
YP_008530827.1|0|
YP_008530828.1|1|
YP_008530829.1|0|
YP_008530830.1|0|
YP_008530831.1|0|
YP_008530832.1|0|
YP_008530833.1|0|
YP_008530834.1|0|
YP_008530835.1|0|
YP_008530836.1|0|
YP_008530837.1|0|
YP_008530838.1|2|
YP_008530839.1|0|
YP_008530840.1|0|
YP_008530841.1|0|
YP_008530842.1|0|
YP_008530843.1|0|
YP_008530844.1|0|
YP_008530845.1|0|
YP_008530846.1|0|
YP_008530847.1|0|
YP_008530848.1|0|
YP_008530849.1|0|
YP_008530850.1|0|
YP_008530851.1|0|
YP_008530852.1|0|
YP_008530853.1|0|
YP_008530854.1|0|
YP_008530855.1|0|
YP_008530856.1|0|
YP_008530857.1|0|
YP_008530858.1|0|
YP_008530859.1|0|
YP_008530860.1|0|
YP_008530861.1|0|
YP_008530862.1|0|
YP_008530863.1|0|
YP_008530864.1|0|
YP_008530865.1|0|
YP_008530866.1|0|
YP_008530867.1|0|
YP_008530868.1|0|
YP_008530869.1|0|
YP_008530870.1|0|
YP_008530871.1|0|
YP_008530872.1|0|
YP_008530873.1|0|
YP_008530874.1|0|
YP_008530875.1|0|
YP_008530876.1|0|
YP_008530877.1|0|
YP_008530878.1|0|
YP_008530879.1|0|
YP_008530880.1|0|
*
NC_022328|Mycobacterium phage Adawi|
YP_008530881.1|0|
YP_008530882.1|1|
YP_008530883.1|0|
YP_008530884.1|2|
YP_008530885.1|0|
YP_008530886.1|0|
YP_008530887.1|0|
YP_008530888.1|0|
YP_008530889.1|0|
YP_008530890.1|0|
YP_008530891.1|0|
YP_008530892.1|0|
YP_008530893.1|0|
YP_008530894.1|0|
YP_008530895.1|0|
YP_008530896.1|0|
YP_008530897.1|0|
YP_008530898.1|0|
YP_008530899.1|0|
YP_008530900.1|0|
YP_008530901.1|0|
YP_008530902.1|0|
YP_008530903.1|0|
YP_008530904.1|0|
YP_008530905.1|0|
YP_008530906.1|0|
YP_008530907.1|0|
YP_008530908.1|0|
YP_008530909.1|0|
YP_008530910.1|0|
YP_008530911.1|0|
YP_008530912.1|0|
YP_008530913.1|0|
YP_008530914.1|0|
YP_008530915.1|0|
YP_008530916.1|0|
YP_008530917.1|0|
YP_008530918.1|0|
YP_008530919.1|0|
YP_008530920.1|1|
YP_008530921.1|0|
YP_008530922.1|0|
YP_008530923.1|0|
YP_008530924.1|0|
YP_008530925.1|0|
YP_008530926.1|0|
YP_008530927.1|0|
YP_008530928.1|0|
YP_008530929.1|0|
YP_008530930.1|0|
YP_008530931.1|0|
YP_008530932.1|2|
YP_008530933.1|0|
YP_008530934.1|0|
YP_008530935.1|0|
YP_008530936.1|0|
YP_008530937.1|0|
YP_008530938.1|0|
YP_008530939.1|0|
YP_008530940.1|0|
YP_008530941.1|0|
YP_008530942.1|0|
YP_008530943.1|0|
YP_008530944.1|0|
YP_008530945.1|0|
YP_008530946.1|0|
YP_008530947.1|0|
YP_008530948.1|0|
YP_008530949.1|0|
YP_008530950.1|0|
YP_008530951.1|0|
YP_008530952.1|0|
YP_008530953.1|0|
YP_008530954.1|0|
YP_008530955.1|0|
YP_008530956.1|0|
YP_008530957.1|0|
YP_008530958.1|0|
YP_008530959.1|0|
YP_008530960.1|0|
YP_008530961.1|0|
YP_008530962.1|0|
YP_008530963.1|0|
YP_008530964.1|0|
YP_008530965.1|0|
YP_008530966.1|0|
YP_008530967.1|0|
YP_008530968.1|0|
YP_008530969.1|0|
YP_008530970.1|0|
YP_008530971.1|0|
YP_008530972.1|0|
YP_008530973.1|0|
YP_008530974.1|0|
YP_008530975.1|0|
YP_008530976.1|0|
YP_008530977.1|0|
YP_008530978.1|0|
*
NC_022329|Mycobacterium phage PhrostyMug|
YP_008530979.1|0|
YP_008530980.1|0|
YP_008530981.1|0|
YP_008530982.1|0|
YP_008530983.1|0|
YP_008530984.1|0|
YP_008530985.1|0|
YP_008530986.1|0|
YP_008530987.1|0|
YP_008530988.1|0|
YP_008530989.1|0|
YP_008530990.1|0|
YP_008530991.1|0|
YP_008530992.1|0|
YP_008530993.1|0|
YP_008530994.1|0|
YP_008530995.1|0|
YP_008530996.1|0|
YP_008530997.1|0|
YP_008530998.1|0|
YP_008530999.1|0|
YP_008531000.1|0|
YP_008531001.1|0|
YP_008531002.1|0|
YP_008531003.1|0|
YP_008531004.1|0|
YP_008531005.1|0|
YP_008531006.1|0|
YP_008531007.1|0|
YP_008531008.1|0|
YP_008531009.1|0|
YP_008531010.1|0|
YP_008531011.1|0|
YP_008531012.1|0|
YP_008531013.1|0|
YP_008531014.1|0|
YP_008531015.1|0|
YP_008531016.1|0|
YP_008531017.1|0|
YP_008531018.1|0|
YP_008531019.1|0|
YP_008531020.1|0|
YP_008531021.1|0|
YP_008531022.1|0|
YP_008531023.1|0|
YP_008531024.1|0|
YP_008531025.1|0|
YP_008531026.1|0|
YP_008531027.1|0|
YP_008531028.1|3|
YP_008531029.1|0|
YP_008531030.1|0|
YP_008531031.1|0|
YP_008531032.1|0|
YP_008531033.1|0|
YP_008531034.1|0|
YP_008531035.1|0|
YP_008531036.1|0|
YP_008531037.1|0|
YP_008531038.1|24|
YP_008531039.1|0|
YP_008531040.1|0|
YP_008531041.1|0|
YP_008531042.1|0|
YP_008531043.1|0|
YP_008531044.1|0|
YP_008531045.1|0|
YP_008531046.1|0|
YP_008531047.1|0|
YP_008531048.1|0|
YP_008531049.1|0|
YP_008531050.1|0|
YP_008531051.1|0|
YP_008531052.1|0|
YP_008531053.1|0|
YP_008531054.1|0|
YP_008531055.1|0|
YP_008531056.1|0|
YP_008531057.1|0|
YP_008531058.1|0|
YP_008531059.1|0|
YP_008531060.1|0|
YP_008531061.1|0|
YP_008531062.1|0|
YP_008531063.1|0|
YP_008531064.1|0|
YP_008531065.1|0|
YP_008531066.1|0|
YP_008531067.1|0|
YP_008531068.1|0|
YP_008531069.1|0|
YP_008531070.1|0|
YP_008531071.1|0|
YP_008531072.1|0|
YP_008531073.1|0|
YP_008531074.1|0|
YP_008531075.1|0|
YP_008531076.1|0|
*
NC_022330|Mycobacterium phage Quink|
YP_008531077.1|0|
YP_008531078.1|0|
YP_008531079.1|0|
YP_008531080.1|0|
YP_008531081.1|0|
YP_008531082.1|0|
YP_008531083.1|0|
YP_008531084.1|0|
YP_008531085.1|3|
YP_008531086.1|0|
YP_008531087.1|0|
YP_008531088.1|0|
YP_008531089.1|0|
YP_008531090.1|0|
YP_008531091.1|0|
YP_008531092.1|0|
YP_008531093.1|0|
YP_008531094.1|0|
YP_008531095.1|0|
YP_008531096.1|0|
YP_008531097.1|0|
YP_008531098.1|0|
YP_008531099.1|0|
YP_008531100.1|0|
YP_008531101.1|0|
YP_008531102.1|0|
YP_008531103.1|0|
YP_008531104.1|0|
YP_008531105.1|0|
YP_008531106.1|0|
YP_008531107.1|0|
YP_008531108.1|0|
YP_008531109.1|0|
YP_008531110.1|0|
YP_008531111.1|0|
YP_008531112.1|0|
YP_008531113.1|0|
YP_008531114.1|0|
YP_008531115.1|0|
YP_008531116.1|0|
YP_008531117.1|0|
YP_008531118.1|0|
YP_008531119.1|0|
YP_008531120.1|0|
YP_008531121.1|0|
YP_008531122.1|0|
YP_008531123.1|0|
YP_008531124.1|0|
YP_008531125.1|0|
YP_008531126.1|0|
YP_008531127.1|0|
YP_008531128.1|0|
YP_008531129.1|0|
YP_008531130.1|0|
YP_008531131.1|0|
YP_008531132.1|0|
YP_008531133.1|0|
YP_008531134.1|0|
YP_008531135.1|0|
YP_008531136.1|0|
YP_008531137.1|0|
YP_008531138.1|0|
YP_008531139.1|0|
YP_008531140.1|0|
YP_008531141.1|0|
YP_008531142.1|0|
YP_008531143.1|0|
YP_008531144.1|0|
YP_008531145.1|0|
YP_008531146.1|0|
YP_008531147.1|0|
YP_008531148.1|1|
YP_008531149.1|0|
YP_008531150.1|0|
YP_008531151.1|0|
YP_008531152.1|0|
YP_008531153.1|0|
YP_008531154.1|0|
YP_008531155.1|0|
YP_008531156.1|0|
YP_008531157.1|0|
YP_008531158.1|0|
YP_008531159.1|0|
YP_008531160.1|1|
YP_008531161.1|0|
YP_008531162.1|0|
YP_008531163.1|0|
YP_008531164.1|0|
YP_008531165.1|1|
YP_008531166.1|0|
YP_008531167.1|0|
YP_008531168.1|0|
YP_008531169.1|0|
YP_008531170.1|0|
YP_008531171.1|0|
YP_008531172.1|0|
YP_008531173.1|0|
YP_008531174.1|0|
YP_008531175.1|0|
YP_008531176.1|0|
YP_008531177.1|0|
YP_008531178.1|20|
YP_008531179.1|0|
YP_008531180.1|0|
YP_008531181.1|0|
YP_008531182.1|0|
YP_008531183.1|0|
YP_008531184.1|0|
YP_008531185.1|0|
YP_008531186.1|0|
YP_008531187.1|0|
YP_008531188.1|0|
YP_008531189.1|1|
YP_008531190.1|1|
YP_008531191.1|0|
YP_008531192.1|36|
YP_008531193.1|0|
YP_008531194.1|0|
YP_008531195.1|0|
YP_008531196.1|0|
YP_008531197.1|0|
YP_008531198.1|0|
YP_008531199.1|0|
YP_008531200.1|0|
YP_008531201.1|0|
YP_008531202.1|0|
YP_008531203.1|0|
YP_008531204.1|0|
YP_008531205.1|0|
YP_008531206.1|0|
YP_008531207.1|0|
YP_008531208.1|0|
YP_008531209.1|0|
YP_008531210.1|0|
YP_008531211.1|0|
YP_008531212.1|0|
YP_008531213.1|0|
YP_008531214.1|0|
YP_008531215.1|0|
YP_008531216.1|0|
YP_008531217.1|0|
YP_008531218.1|0|
YP_008531219.1|0|
YP_008531220.1|0|
YP_008531221.1|0|
YP_008531222.1|0|
YP_008531223.1|0|
YP_008531224.1|0|
YP_008531225.1|0|
YP_008531226.1|0|
YP_008531227.1|0|
*
NC_022331|Mycobacterium phage Bane1|
YP_008531228.1|0|
YP_008531229.1|1|
YP_008531230.1|0|
YP_008531231.1|0|
YP_008531232.1|2|
YP_008531233.1|0|
YP_008531234.1|0|
YP_008531235.1|0|
YP_008531236.1|0|
YP_008531237.1|0|
YP_008531238.1|0|
YP_008531239.1|0|
YP_008531240.1|0|
YP_008531241.1|0|
YP_008531242.1|0|
YP_008531243.1|0|
YP_008531244.1|0|
YP_008531245.1|0|
YP_008531246.1|0|
YP_008531247.1|0|
YP_008531248.1|0|
YP_008531249.1|0|
YP_008531250.1|0|
YP_008531251.1|0|
YP_008531252.1|0|
YP_008531253.1|0|
YP_008531254.1|0|
YP_008531255.1|0|
YP_008531256.1|0|
YP_008531257.1|0|
YP_008531258.1|2|
YP_008531259.1|0|
YP_008531260.1|0|
YP_008531261.1|0|
YP_008531262.1|0|
YP_008531263.1|0|
YP_008531264.1|0|
YP_008531265.1|0|
YP_008531266.1|0|
YP_008531267.1|0|
YP_008531268.1|0|
YP_008531269.1|1|
YP_008531270.1|0|
YP_008531271.1|0|
YP_008531272.1|0|
YP_008531273.1|0|
YP_008531274.1|0|
YP_008531275.1|0|
YP_008531276.1|0|
YP_008531277.1|0|
YP_008531278.1|0|
YP_008531279.1|2|
YP_008531280.1|0|
YP_008531281.1|0|
YP_008531282.1|0|
YP_008531283.1|0|
YP_008531284.1|0|
YP_008531285.1|0|
YP_008531286.1|0|
YP_008531287.1|0|
YP_008531288.1|0|
YP_008531289.1|0|
YP_008531290.1|0|
YP_008531291.1|0|
YP_008531292.1|0|
YP_008531293.1|0|
YP_008531294.1|0|
YP_008531295.1|0|
YP_008531296.1|0|
YP_008531297.1|0|
YP_008531298.1|0|
YP_008531299.1|0|
